Name,Twitter Handle,Total Tweets,Favourites_Count,Followers,User_Id,User_Verified,User Location,Date of Tweet,Tweet Id,Tweet Text,Language,Tweet Source,Tweet Retweet,Tweet Reply To Id,Reply To Name 
b'J\xf0\x9f\x92\x8b',b'druzyjay',b'31507',b'49156',b'3166',b'912788441515077632',b'False',b'United States',b'2017-09-26 21:18:18',b'965014453908537344',b'@fancycrisp @Maybelline @MorpheBrushes @BahiCosmetics @OFRACosmetics @ColourPopCo @KathleenLights1 @raven_beads\xe2\x80\xa6 https://t.co/1OybadhBza',b'en',b'Twitter for iPhone',b'0',b'948800467429048320',b'fancycrisp'
b'Vic',b'lottsroots',b'5508',b'2755',b'157',b'912001171736465413',b'False',b'',b'2017-09-24 17:09:58',b'965014364129554432',b'@druzyjay @Maybelline @MorpheBrushes @BahiCosmetics @OFRACosmetics @ColourPopCo @KathleenLights1 @raven_beads\xe2\x80\xa6 https://t.co/PeXLroQcyT',b'en',b'Twitter for Android',b'0',b'912788441515077632',b'druzyjay'
b'val \xf0\x9f\x8c\xb8',b'fancycrisp',b'15024',b'21043',b'256',b'948800467429048320',b'False',b'the ocean',b'2018-01-04 06:17:14',b'965014227009318912',b'@druzyjay @Maybelline @MorpheBrushes @BahiCosmetics @OFRACosmetics @ColourPopCo @KathleenLights1 @raven_beads\xe2\x80\xa6 https://t.co/QwS5cNLC05',b'en',b'Twitter for iPhone',b'0',b'912788441515077632',b'druzyjay'
b'Antonio Beauty',b'antoniobtwo',b'17283',b'41409',b'9996',b'712479773608517632',b'False',b'MI \xe2\x9c\x88\xef\xb8\x8f NV',b'2016-03-23 03:23:10',b'965014190036467712',b'RT @scarllax: @antoniobtwo @Maybelline @fentybeauty @ABHcosmetics @bhcosmetics @NARSCosmetics @wetnwildbeauty @NyxCosmetics @MorpheBrushes\xe2\x80\xa6',b'pt',b'Twitter for iPhone',b'1',b'None',b'None'
b'J\xf0\x9f\x92\x8b',b'druzyjay',b'31507',b'49156',b'3166',b'912788441515077632',b'False',b'United States',b'2017-09-26 21:18:18',b'965014064249409536',b'@Hyphyal @Maybelline @MorpheBrushes @BahiCosmetics @OFRACosmetics @ColourPopCo @KathleenLights1 @raven_beads\xe2\x80\xa6 https://t.co/xVIigRlttI',b'en',b'Twitter for iPhone',b'0',b'2288592157',b'Hyphyal'
b'Antonio Beauty',b'antoniobtwo',b'17283',b'41409',b'9996',b'712479773608517632',b'False',b'MI \xe2\x9c\x88\xef\xb8\x8f NV',b'2016-03-23 03:23:10',b'965014030195728384',b'RT @TxShannonHelene: @antoniobtwo @fentybeauty @ABHcosmetics @Maybelline @nudestix @kkwbeauty Well he has talent as well',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'Heather Venere',b'HeatherVenere',b'20457',b'13912',b'3462',b'956534232',b'False',b'Massachusetts',b'2012-11-19 01:32:53',b'965013929872232448',b'@zzzMariaa @tartecosmetics @BenefitBeauty @MorpheBrushes @Maybelline @thebalm Thank you!!!',b'en',b'Twitter for iPhone',b'0',b'2720153074',b'zzzMariaa'
b'Larilarilu',b'Larilarilulu',b'127',b'57',b'4',b'917621058823446528',b'False',"b'Ridgewood, Queens'",b'2017-10-10 05:21:23',b'965013905675350016',b'#MNYBROWS @Influenster @Maybelline #Complimentary #Contest https://t.co/ExQSbRSicY',b'und',b'InfluensterApp',b'0',b'None',b'None'
b'Heather Venere',b'HeatherVenere',b'20457',b'13912',b'3462',b'956534232',b'False',b'Massachusetts',b'2012-11-19 01:32:53',b'965013897349615617',b'RT @zzzMariaa: @HeatherVenere @tartecosmetics @BenefitBeauty @MorpheBrushes @Maybelline @thebalm That liner \xf0\x9f\x98\xad\xf0\x9f\x98\x8d',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'al \xf0\x9f\x92\x98',b'Hyphyal',b'17946',b'6888',b'537',b'2288592157',b'False',b'probs watching supernatural ',b'2014-01-12 19:34:57',b'965013887442702336',b'@druzyjay @Maybelline @MorpheBrushes @BahiCosmetics @OFRACosmetics @ColourPopCo @KathleenLights1 @raven_beads\xe2\x80\xa6 https://t.co/TOVm2uuTn1',b'en',b'Twitter for iPhone',b'0',b'912788441515077632',b'druzyjay'
b'al \xf0\x9f\x92\x98',b'Hyphyal',b'17946',b'6888',b'537',b'2288592157',b'False',b'probs watching supernatural ',b'2014-01-12 19:34:57',b'965013860704047111',b'RT @druzyjay: Pop of color \xf0\x9f\x8e\xa8\nFace: @Maybelline fit me shade 105\nEyes: @MorpheBrushes 35O2 \nLashes: @BahiCosmetics style Naomi\nHighlight: @O\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'22',b'None',b'None'
b'J\xf0\x9f\x92\x8b',b'druzyjay',b'31507',b'49156',b'3166',b'912788441515077632',b'False',b'United States',b'2017-09-26 21:18:18',b'965013713739796480',b'Pop of color \xf0\x9f\x8e\xa8\nFace: @Maybelline fit me shade 105\nEyes: @MorpheBrushes 35O2 \nLashes: @BahiCosmetics style Naomi\nHig\xe2\x80\xa6 https://t.co/qWxpN4wc9I',b'en',b'Twitter for iPhone',b'22',b'None',b'None'
b'_GLAMWITHTANIA_\xf0\x9f\x98\x8d\xf0\x9f\x98\x98\xf0\x9f\x92\x84',b'glamwithtania',b'3530',b'3752',b'228',b'1099449799',b'False',"b'Springfield, MA'",b'2013-01-17 22:34:11',b'965013462308085761',b'@maybelline dewy + smooth foundation\n@maybelline age rewind concealer \n@wetnwildbeauty contour palette\n megaglo hig\xe2\x80\xa6 https://t.co/8kbEWAKduP',b'en',b'Twitter for iPhone',b'0',b'64574086',b'Maybelline'
b'TexasShannonHelene',b'TxShannonHelene',b'525',b'1774',b'33',b'159671116',b'False',b'Texas',b'2010-06-26 01:21:33',b'965012925726494720',b'@antoniobtwo @fentybeauty @ABHcosmetics @Maybelline @nudestix @kkwbeauty Well he has talent as well',b'en',b'Twitter Web Client',b'1',b'712479773608517632',b'antoniobtwo'
b'Amandajanetutorials',b'Amandatutorials',b'737',b'3262',b'64',b'904485229510795264',b'False',"b'Perth, Western Australia '",b'2017-09-03 23:24:18',b'965012895414173696',"b'Good morning pigment \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc @TooFaced chocolate gold palette, @ABHcosmetics dipbrow in ebony, @norvina1 sugar glow in b\xe2\x80\xa6 https://t.co/pWX0BB79HQ'",b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'lisamariecampos',b'lisamari3beauty',b'158',b'454',b'26',b'953357299476770817',b'False',"b'Trenton, NJ'",b'2018-01-16 20:04:27',b'965012514038829059',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/DjjDO1ESNC',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'brat\xe2\x9c\xa8',b'brxklynnn',b'8066',b'319',b'287',b'880142905750454273',b'False',b'301',b'2017-06-28 19:16:35',b'965012505943736320',b'@Maybelline when are y\xe2\x80\x99all going to release more shades for the superstar foundation?????? I want to try it but I hate mixing shades \xf0\x9f\x98\xad',b'en',b'Twitter for iPhone',b'0',b'64574086',b'Maybelline'
b'scar',b'scarllax',b'237',b'1760',b'137',b'865968371908710403',b'False',"b'Rio de Janeiro, Brasil'",b'2017-05-20 16:32:03',b'965012154293411841',b'@antoniobtwo @Maybelline @fentybeauty @ABHcosmetics @bhcosmetics @NARSCosmetics @wetnwildbeauty @NyxCosmetics\xe2\x80\xa6 https://t.co/A21LO9peIs',b'pt',b'Twitter for iPhone',b'1',b'712479773608517632',b'antoniobtwo'
b'Maria',b'zzzMariaa',b'2521',b'3168',b'43',b'2720153074',b'False',b'',b'2014-07-21 21:58:26',b'965012026207567873',b'@HeatherVenere @tartecosmetics @BenefitBeauty @MorpheBrushes @Maybelline @thebalm That liner \xf0\x9f\x98\xad\xf0\x9f\x98\x8d',b'en',b'Twitter for iPhone',b'1',b'956534232',b'HeatherVenere'
b'_GLAMWITHTANIA_\xf0\x9f\x98\x8d\xf0\x9f\x98\x98\xf0\x9f\x92\x84',b'glamwithtania',b'3530',b'3752',b'228',b'1099449799',b'False',"b'Springfield, MA'",b'2013-01-17 22:34:11',b'965011379072663553',b'Close up my eye look\n\n@wetnwildbeauty retractable brow pencil\n@wetnwildbeauty not a basic peach palette and hooked\xe2\x80\xa6 https://t.co/DWYlsiUmgF',b'en',b'Twitter for iPhone',b'2',b'None',b'None'
b'Zara Moore',b'94Zaram',b'18387',b'9708',b'325',b'2431955039',b'False',b'',b'2014-03-23 21:56:08',b'965011173157556225',b'RT @ufine01: Affordable Makeup #makeupbyme \n #eyebrows @MUAcosmetics @KikoMilanoUK #eyeshadow #foundation @Maybelline Fit Me 352 #concealer\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'3',b'None',b'None'
b'Paige Tobik',b'totallyptobik',b'5134',b'6209',b'268',b'313726079',b'False',b'',b'2011-06-09 03:33:51',b'965008282229321728',"b'@Maybelline y\xe2\x80\x99all... what is this? Honestly, the amount of arm strength required to get the brush into and out of t\xe2\x80\xa6 https://t.co/3p9jCJfvxG'",b'en',b'Twitter for iPhone',b'0',b'64574086',b'Maybelline'
b'Kimberly Vidaurre',b'kim_vidaurre',b'22',b'283',b'47',b'377049310',b'False',b'',b'2011-09-20 22:58:05',b'965007963546103808',b'RT @Maybelline: Always be a real friend. https://t.co/MtRKOFYGDI',b'en',b'Twitter for iPhone',b'107',b'None',b'None'
b'mom',b'TheNishaEvans',b'82954',b'15844',b'6950',b'1961508607',b'False',b'(she/her)(biracial)',b'2013-10-14 23:13:12',b'965007654153154560',"b'\xf0\x9f\x92\x9ashego vibes ft sphere\xf0\x9f\x96\xa4\n\n@ABHcosmetics @norvina1 prism palette, peach fizz liquid glow, radiant and gradient blush\xe2\x80\xa6 https://t.co/35qFHJLPaJ'",b'en',b'Twitter for iPhone',b'9',b'None',b'None'
b'\xf0\x9f\x8d\x92MorganBella\xf0\x9f\x8d\x92',b'morganbellaaa',b'2299',b'2751',b'171',b'827703293417762817',b'False',"b'Delaware, USA'",b'2017-02-04 02:20:17',b'965007071719690243',"b'This was one of my fave Voxboxes from Influenster! \xf0\x9f\x92\x8c I found a new fave mascara, and I am LOVING the eyebrow pencil\xe2\x80\xa6 https://t.co/ra5hkmaTKf'",b'en',b'InfluensterApp',b'0',b'None',b'None'
b'Jazzy Gee!',b'MJWinkens',b'1486',b'501',b'234',b'32559643',b'False',b'colorado',b'2009-04-17 20:23:12',b'965006867616403456',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/hu2vURaw0c',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'risa \xf0\x9f\xa6\x8b',b'MarisaBabess',b'22180',b'41117',b'508',b'217518697',b'False',b'planet god damn ',b'2010-11-19 19:08:12',b'965006314534354944',"b""RT @Maybelline: Besties, this one's for you! Babellines @desiperkins and @lustrelux curated their favorite Maybelline products into their #\xe2\x80\xa6""",b'en',b'Twitter for iPhone',b'128',b'None',b'None'
b'Keisha',b'TehyaShanice',b'217852',b'7989',b'4553',b'235812095',b'False',"b'New Orleans, LA'",b'2011-01-09 04:02:09',b'965006038536802304',b'@Maybelline best foundation!!! https://t.co/e2QXH7roSM',b'en',b'Twitter for iPhone',b'0',b'64574086',b'Maybelline'
b'Antonio Beauty',b'antoniobtwo',b'17283',b'41409',b'9996',b'712479773608517632',b'False',b'MI \xe2\x9c\x88\xef\xb8\x8f NV',b'2016-03-23 03:23:10',b'965004365823016962',b'@TxShannonHelene @fentybeauty @ABHcosmetics @Maybelline @nudestix @kkwbeauty My friend did this one actually lol.',b'en',b'Twitter for iPhone',b'0',b'159671116',b'TxShannonHelene'
b'Antonio Beauty',b'antoniobtwo',b'17283',b'41409',b'9996',b'712479773608517632',b'False',b'MI \xe2\x9c\x88\xef\xb8\x8f NV',b'2016-03-23 03:23:10',b'965004314518347776',"b'RT @TxShannonHelene: @antoniobtwo @fentybeauty @ABHcosmetics @Maybelline @nudestix @kkwbeauty Wow, Antonio, I think this is your best look\xe2\x80\xa6'",b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'Antonio Beauty',b'antoniobtwo',b'17283',b'41409',b'9996',b'712479773608517632',b'False',b'MI \xe2\x9c\x88\xef\xb8\x8f NV',b'2016-03-23 03:23:10',b'965004303978004480',b'RT @leavemadgealone: @antoniobtwo @fentybeauty @ABHcosmetics @Maybelline @nudestix @kkwbeauty A god \xf0\x9f\x92\x8b',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'\xf0\x9f\x8c\xbcRomissel\xf0\x9f\x8c\xbc',b'RomiiKaulitz04',b'14249',b'421',b'260',b'285209592',b'False',b'New York',b'2011-04-20 18:44:06',b'965003716838469632',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/l6V7uaTqu8',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'\xf0\x9f\x8c\xbcRomissel\xf0\x9f\x8c\xbc',b'RomiiKaulitz04',b'14249',b'421',b'260',b'285209592',b'False',b'New York',b'2011-04-20 18:44:06',b'965003541080428544',b'Voy a probar la base fit me de Maybelline + primer much\xc3\xadsimas gracias. Gracias Influenster \xf0\x9f\x98\x8d\xf0\x9f\x99\x88 @Influenster\xe2\x80\xa6 https://t.co/pUNdxZdDbo',b'es',b'Twitter Lite',b'0',b'None',b'None'
b'Cassies_reviews',b'cassies_reviews',b'2102',b'1830',b'851',b'780381044524584960',b'False',b'',b'2016-09-26 12:18:34',b'965003486067863553',b'Thanks @Influenster and @Maybelline \xf0\x9f\x98\x8d #contest \n      complimentary from Influenster!  #FitMeDewy @Influenster\xe2\x80\xa6 https://t.co/3R5YTxXpiS',b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'TexasShannonHelene',b'TxShannonHelene',b'525',b'1774',b'33',b'159671116',b'False',b'Texas',b'2010-06-26 01:21:33',b'965002975914741761',"b'@antoniobtwo @fentybeauty @ABHcosmetics @Maybelline @nudestix @kkwbeauty Wow, Antonio, I think this is your best lo\xe2\x80\xa6 https://t.co/tnyuf0HiID'",b'en',b'Twitter Web Client',b'1',b'712479773608517632',b'antoniobtwo'
b'Leif',b'leavemadgealone',b'993',b'1702',b'124',b'780498688770650112',b'False',"b'Minneapolis, MN'",b'2016-09-26 20:06:03',b'965002187121274880',b'@antoniobtwo @fentybeauty @ABHcosmetics @Maybelline @nudestix @kkwbeauty A god \xf0\x9f\x92\x8b',b'en',b'Twitter for iPhone',b'1',b'712479773608517632',b'antoniobtwo'
b'iSandraChesney',b'iSandraChesney',b'100481',b'42492',b'2478',b'25334202',b'False',b'No Shoes Nation ',b'2009-03-19 16:44:36',b'965000923935211520',"b""RT @Maybelline: IT'S. HAPPENING.  We heard your requests and we are bringing the #BurgundyBar palette to the US! Sign up for our email list\xe2\x80\xa6""",b'en',b'Twitter for iPhone',b'24',b'None',b'None'
b'Tiffani',b'haitiffani',b'3979',b'2044',b'442',b'104828834',b'False',b'',b'2010-01-14 14:40:23',b'965000272954130432',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/wIxfQ0RsEB',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'Eve',b'achangeofeve',b'11259',b'5767',b'625',b'1020841070',b'False',b'CT',b'2012-12-18 22:58:23',b'964999425226616832',b'Ok let\xe2\x80\x99s not talk about my application but I\xe2\x80\x99ve been wearing the Super Stay Matte Ink by @Maybelline since 9:00 AM\xe2\x80\xa6 https://t.co/JduQ7Zi9Ga',b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'Duchess of Cornball',b'faux_naturale',b'12366',b'38119',b'206',b'1542233556',b'False',b'New York City',b'2013-06-24 01:50:06',b'964999368339263489',b'@__Spanglish @Maybelline She just looks super common. \nWhich is fine: most people do. But why would anyone spend money to look like that?',b'en',b'Twitter Web Client',b'0',b'2834268780',b'__Spanglish'
b'm\xc3\xa5ddison',b'mjlmoulico',b'9214',b'2970',b'232',b'256276822',b'False',b'',b'2011-02-23 01:00:57',b'964998201693626373',b'Hooked up by maybelline and influenster! Can\xe2\x80\x99t wait to try these out #FitMeDewy #contest #complimentary\xe2\x80\xa6 https://t.co/HUcayONvOT',b'en',b'InfluensterApp',b'0',b'None',b'None'
b'Pirate Gina\xc3\xa9',b'__Spanglish',b'8397',b'43244',b'4843',b'2834268780',b'False',b'Nutbush City Limits',b'2014-09-27 18:46:01',b'964998136912596997',b'@faux_naturale Like wtf even is this look? @Maybelline I wake up the NEXT DAY looking better in your product than t\xe2\x80\xa6 https://t.co/HBc8Nkx9hW',b'en',b'Twitter for iPhone',b'0',b'1542233556',b'faux_naturale'
b'EmanMakeup',b'EmanMakeup',b'7505',b'678',b'13850',b'68550519',b'True',b'Los Angeles',b'2009-08-25 00:00:18',b'964998040175239169',b'The @Maybelline Super Stay Matte Ink Lipsticks are too good! I used Seductress in my latest video! Watch how I crea\xe2\x80\xa6 https://t.co/oIGczKN995',b'en',b'Hootsuite',b'0',b'None',b'None'
b'King Kenzy',b'kenzzzjae',b'15735',b'4034',b'719',b'160273859',b'False',b'',b'2010-06-27 18:19:05',b'964997930544517120',b'sooo excited to try out my complimentary products from @Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/0j06QalWdj',b'en',b'InfluensterApp',b'0',b'None',b'None'
b'\xe2\x9c\xa8KDG\xe2\x9c\xa8',b'_BeautyFULL',b'105888',b'453',b'2608',b'230007628',b'False',b'',b'2010-12-24 00:26:17',b'964995925063143425',b'RT @_Forever_ke: Oh how I love the @MorpheBrushes x Jaclyn Hill palette &amp; 35b palette @Maybelline Foundation &amp; highlighter \xf0\x9f\x98\x8c https://t.co/E\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'KatieLynn Korenek',b'KatieLynn_K',b'8921',b'68643',b'532',b'3138124345',b'False',"b'Texas, USA'",b'2015-04-03 22:46:26',b'964993962426667020',"b'I used @Maybelline \xe2\x80\x98s 24 hour Superstay foundation, skin transforming powder, &amp; age rewind concealer. The results : https://t.co/8hUGTq5QOK'",b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'Creole Spice',b'Aurum718',b'9969',b'4095',b'250',b'25378785',b'False',b'Brooklyn',b'2009-03-19 20:33:10',b'964993231653101569',b'@Maybelline I wear coconut in FIT Me and it wasn\xe2\x80\x99t the same color in superstay. I looked like I got sunburn in 30\xc2\xb0\xe2\x80\xa6 https://t.co/PU7ptOtxYc',b'en',b'Twitter for iPhone',b'0',b'25378785',b'Aurum718'
b'Creole Spice',b'Aurum718',b'9969',b'4095',b'250',b'25378785',b'False',b'Brooklyn',b'2009-03-19 20:33:10',b'964993228603830272',b'@Maybelline the superstay formula is awesome BUT it\xe2\x80\x99s WAAAAAAY too red for the yellow undertones.',b'en',b'Twitter for iPhone',b'0',b'64574086',b'Maybelline'
b'\xf0\x9f\x90\xa8\xf0\x9f\x92\x96',b'abyssnyss',b'716',b'1800',b'46',b'892443979530326017',b'False',"b'Pennsylvania, USA'",b'2017-08-01 17:56:40',b'964992654311378949',b'@yesliketajmahal @jackieaina @artistcouture @juviasplace @milanicosmetics @MayaAMonroe @NyxCosmetics @ABHcosmetics\xe2\x80\xa6 https://t.co/EsQEisit7K',b'en',b'Twitter for iPhone',b'1',b'514709375',b'yesliketajmahal'
b'Karlene',b'Style_Kay1',b'180',b'344',b'506',b'3026793232',b'False',b'',b'2015-02-09 17:03:27',b'964990982818353157',b'RT @AaliyahJay: @AaliyahJay x @Maybelline \n\n#Maybelline https://t.co/5O7yzhSkbQ',b'und',b'Twitter for iPhone',b'399',b'None',b'None'
b'Coral.',b'coralcarlcarol',b'28015',b'48463',b'881',b'1374844999',b'False',"b'Iowa, USA'",b'2013-04-23 15:41:06',b'964990073635819523',"b""RT @Maybelline: Besties, this one's for you! Babellines @desiperkins and @lustrelux curated their favorite Maybelline products into their #\xe2\x80\xa6""",b'en',b'Twitter for iPhone',b'128',b'None',b'None'
b'shawty',b'kenziebiedz',b'58014',b'10751',b'866',b'65702625',b'False',"b'Philadelphia, PA'",b'2009-08-14 18:38:51',b'964989725294637058',"b'\xf0\x9f\x92\x9e\xf0\x9f\x92\x89\n@JeffreeStar blood sugar palette, celebrity skin liquid lip topped with @fentybeauty gloss bomb\n@Maybelline supe\xe2\x80\xa6 https://t.co/YBsQ8oLwky'",b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'Lidia Caballero',b'laguilar2390',b'2391',b'357',b'137',b'219090459',b'False',b'lex ky',b'2010-11-23 22:19:26',b'964989460667621376',b'Can\xe2\x80\x99t wait to try out my new foundation! #contest #complimentary #FitMeDewy @Influenster @Maybelline https://t.co/W1BDBYRdlB',b'en',b'InfluensterApp',b'0',b'None',b'None'
b'Valeria Rangel',b'valeria180697',b'1554',b'2509',b'36',b'753822151128387584',b'False',b'',b'2016-07-15 05:23:00',b'964989075496173568',b'RT @Maybelline: Always be a real friend. https://t.co/MtRKOFYGDI',b'en',b'Twitter for iPad',b'107',b'None',b'None'
b'Chelsea Russell',b'chelsearssll',b'2146',b'30207',b'292',b'38354727',b'False',b'Georgia ',b'2009-05-07 03:14:03',b'964988025683021824',b'Thank you @Influenster for sending me these products! I can\xe2\x80\x99t wait to try them out! #FitMeDewy @Maybelline\xe2\x80\xa6 https://t.co/6eZNhcXxdT',b'en',b'InfluensterApp',b'0',b'None',b'None'
b'Sharon C. Bernath',b'QueenSharon84',b'115869',b'116979',b'2317',b'31643128',b'False',b'VA',b'2009-04-16 04:27:53',b'964985356163612678',b'Check out my #mermaid #inspired #makeup #look Will be doing a better version of this really soon so stay tune for t\xe2\x80\xa6 https://t.co/my5AyM8Rpq',b'en',b'Twitter Lite',b'1',b'None',b'None'
b'Rocio Patino',b'RocioPatino13',b'819',b'855',b'40',b'3174772431',b'False',"b'Chicago, IL'",b'2015-04-17 03:01:25',b'964984628862967808',b'\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c Makeup Deets. \nFoundation: @NARSCosmetics luminous in Barcelona\nBrows: @ABHcosmetics dipbrow in medium brown \nE\xe2\x80\xa6 https://t.co/gTnUSDim8Q',b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'Yahyah',b'Unlike_Yahh',b'93070',b'526',b'1417',b'221186538',b'False',b'',b'2010-11-29 23:57:58',b'964984283906625536',b'RT @Yadirabeauty_: @Unlike_Yahh @Maybelline Girl yess!!! Tried it on for work last week and still felt flawless after a 9 hour shift. Defin\xe2\x80\xa6',b'en',b'Twitter Lite',b'1',b'None',b'None'
b'makeup lovers',b'makeupplovers',b'81',b'363',b'650',b'963214921562406912',b'False',b'',b'2018-02-13 00:55:07',b'964982747549880322',b'@skinlovex @Maybelline i love them !!! \xf0\x9f\x98\x8d',b'en',b'Twitter for iPhone',b'0',b'849632384748326912',b'skinlovex'
b'mea \xf0\x9f\x8d\x9d',b'skinlovex',b'12966',b'18937',b'340',b'849632384748326912',b'False',b'',b'2017-04-05 14:38:40',b'964982689412640769',b'@makeupplovers @Maybelline I wanna try them do you like them? \xf0\x9f\x91\x80',b'en',b'Twitter for iPhone',b'0',b'963214921562406912',b'makeupplovers'
b'Celine',b'Melody99Celine',b'8298',b'13031',b'185',b'2728321931',b'False',"b'Berlin, Deutschland'",b'2014-07-29 17:07:14',b'964977853812142080',"b'RT @Maybelline: Babellines, which brow product are you loving?! Our NEW #TotalTemptation brow definer or our Tattoo Studio Brow Gel? Shop o\xe2\x80\xa6'",b'en',b'Twitter for Android',b'6',b'None',b'None'
b'Ashley Blankenship',b'Ashley12Renee',b'293',b'30',b'138',b'362619950',b'False',b'BALLARD!! ',b'2011-08-26 18:09:01',b'964977594872598528',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/JnBvAnBw41',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'Promideas1',b'promideas1',b'1485',b'855',b'275',b'2841578759',b'False',b'on the dance floor',b'2014-10-22 23:36:46',b'964977179384827904',b'So excited!!!!                           @Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/izBTWWCazR',b'en',b'InfluensterApp',b'0',b'None',b'None'
b'JoJofine01',b'ufine01',b'634',b'870',b'198',b'255268346',b'False',b'United Kingdom',b'2011-02-21 01:07:04',b'964975313208971265',b'Affordable Makeup #makeupbyme \n #eyebrows @MUAcosmetics @KikoMilanoUK #eyeshadow #foundation @Maybelline Fit Me 352\xe2\x80\xa6 https://t.co/goXISMrI3L',b'en',b'Twitter for iPhone',b'3',b'None',b'None'
b'Dominique Pope',b'DominiquePopee',b'24020',b'2673',b'871',b'116611260',b'False',"b'San Diego, CA'",b'2010-02-23 02:29:06',b'964974849855647744',"b""RT @Maybelline: Besties, this one's for you! Babellines @desiperkins and @lustrelux curated their favorite Maybelline products into their #\xe2\x80\xa6""",b'en',b'Twitter for iPhone',b'128',b'None',b'None'
b'\xe2\x99\x9a',b'CEOJungYunho',b'8795',b'11749',b'45',b'774797026617765888',b'False',b'Bigeast',b'2016-09-11 02:29:41',b'964972907406409729',"b'This lipstick holding up under all circumstances &amp; nver fails me. Trust me, after it dries, it stays on ALL day. Th\xe2\x80\xa6 https://t.co/MRwtOv32c4'",b'en',b'Twitter for Android',b'0',b'None',b'None'
b'Harley',b'_Forever_ke',b'36105',b'1300',b'1336',b'235850166',b'False',b'',b'2011-01-09 06:22:36',b'964972876913893376',b'Oh how I love the @MorpheBrushes x Jaclyn Hill palette &amp; 35b palette @Maybelline Foundation &amp; highlighter \xf0\x9f\x98\x8c https://t.co/EtjZRcF2rc',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'Milk',b'Jdtyuhs',b'46',b'232',b'7',b'101676329',b'False',b'',b'2010-01-04 06:04:23',b'964972325128024065',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/auN73QgkpI',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'GlamKC Blog',b'HinaadnanKhan',b'477',b'2118',b'176',b'2871710077',b'False',b'USA',b'2014-10-22 19:38:52',b'964971947447738369',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/l5L6bajszs',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'Cali \xf0\x9f\xa7\xa1',b'call_a_sista',b'48655',b'61321',b'848',b'2526281948',b'False',"b'Phoenix, AZ'",b'2014-05-27 01:48:57',b'964970416706998273',"b""RT @Maybelline: Besties, this one's for you! Babellines @desiperkins and @lustrelux curated their favorite Maybelline products into their #\xe2\x80\xa6""",b'en',b'Twitter for iPhone',b'128',b'None',b'None'
b'Sarah Ashton',b'bizarregospel',b'7480',b'7841',b'164',b'95309911',b'False',"b'Dayton, Ohio'",b'2009-12-08 00:06:28',b'964969584901132288',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/x7mn7dDaBF',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'Malik Rasheed',b'Bulls_FanSince5',b'61925',b'24019',b'753',b'482287053',b'False',"b'College Park, GA '",b'2012-02-03 18:49:19',b'964969553808764932',b'RT @MayaJama: Last #nyfw pics &amp; looks \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbe had the best time feeling fashunnn n that Thankyou @Maybelline \xf0\x9f\x98\x98 until next time https://t.co/uUUa\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'154',b'None',b'None'
b'The Lipstick Lounge',b'lipsticktv',b'4465',b'3511',b'15101',b'751943970',b'False',"b'Scotland, U.K'",b'2012-08-11 21:39:32',b'964969528106127360',b'Happiest in the makeup aisles..@NyxCosmetics @MakeupRVLTN @Maybelline @giorgioarmani #makeup https://t.co/mkCGx3RoyF',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
